client_id,clnt_tenure_yr,clnt_tenure_mnth,clnt_age,gendr,num_accts,bal,calls_6_mnth,logons_6_mnth
1957726,24,9,39,male,2,143805.28,3,6
3275651,20,10,32,male,2,52419.34,6,9
1897406,16,0,50,unknown,2,44802.56,6,9
7235072,10,10,66,female,2,176865.27000000002,6,9
7996810,44,11,50,male,3,199358.77,2,5
6549730,44,11,30,unknown,2,40596.95,2,5
8652675,38,10,51,male,4,71177.62,6,9
2824464,38,4,30,male,3,25131.69,5,8
7822345,36,10,66,female,2,51177.76,0,3
6011502,34,11,76,male,4,1025467.49,0,8
3660756,12,7,40,unknown,2,43986.97,3,6
6781731,10,11,22,unknown,2,33973.23,1,4
883426,8,10,24,unknown,2,33429.28,1,4
864158,12,10,37,unknown,2,74294.82,1,4
3870924,18,0,36,female,2,83214.31,3,6
9578914,30,9,34,female,2,30042.25,2,5
8909445,30,0,52,female,2,48065.88,0,3
9398933,12,10,70,unknown,2,91465.25,4,7
543460,20,9,48,male,2,49462.47,4,7
6333418,52,11,24,female,3,35657.24,1,4
1026120,10,11,60,unknown,2,30996.95,4,7
63879,30,11,36,female,2,242925.89,3,6
9314054,8,4,54,unknown,3,187236.06,3,6
4630332,6,2,56,unknown,2,28654.67,5,8
9068193,12,9,24,unknown,2,57981.49,6,9
8881406,12,11,28,unknown,2,51137.09,0,3
4522492,62,0,83,female,3,1459386.25,6,9
6700735,12,6,30,unknown,4,93587.2,6,9
9582963,8,10,42,unknown,3,43758.78999999999,0,3
4720406,28,11,62,female,2,133449.7,6,9
8745688,10,0,54,unknown,2,39946.27,3,6
3251707,16,11,33,female,3,76424.48,0,3
2424231,26,4,32,female,3,101236.91,2,5
6838639,76,5,64,female,2,91308.15,1,4
8351784,8,9,60,unknown,2,132105.58000000002,6,9
9475023,14,10,48,unknown,2,30312.07,3,6
3483869,16,8,44,female,2,32624.2,3,6
2211100,24,9,41,female,2,36602.56,1,4
1405605,26,1,39,male,3,441430.87,6,9
7662754,14,9,48,unknown,2,100361.29,2,5
5969630,12,7,63,unknown,2,106708.01,1,4
3903512,26,2,40,female,2,56413.77,3,6
6598371,30,8,43,unknown,2,134646.03999999998,6,9
9696890,28,11,37,female,3,129306.36,4,7
912638,10,4,42,unknown,2,81259.22,1,4
9477115,8,3,58,male,2,36373.85,0,3
3545243,28,0,43,male,4,92788.33,6,9
7030424,26,11,72,female,2,307209.76,3,6
5682010,10,1,27,unknown,2,35776.07,2,5
5858388,30,4,36,male,2,55954.57,1,4
8865397,12,9,68,unknown,2,157476.69,6,9
1243518,12,6,26,unknown,3,75137.26999999999,6,9
2872224,8,6,24,unknown,2,230251.27,6,9
3849568,58,11,54,unknown,2,59062.45,2,5
9948098,52,9,60,male,2,45899.75,6,9
5511653,50,5,64,male,2,3902950.39,5,8
3258217,48,2,44,female,2,94021.69,5,8
827141,44,5,65,female,2,77673.76,4,7
2396499,36,11,38,female,2,30547.94,4,7
4771742,40,6,42,female,2,149602.45,1,4
5986204,36,0,66,male,3,119499.47,6,9
966641,26,11,42,male,2,50972.2,1,4
86499,10,9,22,unknown,2,36656.0,2,5
2658964,30,1,66,male,2,31549.22,4,7
1254213,30,7,50,male,2,67808.0,6,9
4804703,14,10,40,unknown,3,35656.44,0,3
6408484,54,11,65,male,3,252897.2,6,9
7705990,30,3,32,female,2,36263.38,1,4
8841326,64,7,60,female,2,5085307.11,6,9
8987351,32,10,70,female,2,38145.32,0,3
1584197,14,0,30,unknown,2,66317.51,6,9
1111449,30,1,73,female,2,32453.51,3,6
6970339,14,0,34,unknown,2,64843.27,1,4
4098881,50,9,57,male,2,229403.97,4,7
4368765,8,11,40,unknown,2,46160.73,0,3
9112330,18,7,60,female,2,185343.84000000003,5,8
8100455,10,7,20,male,2,54397.0,4,7
7890317,10,2,56,female,2,37978.44,3,6
1965939,30,9,49,male,2,62563.1,0,3
3004249,24,8,34,male,2,84351.06,5,8
9597768,24,0,44,female,2,131811.99,2,5
5254812,10,7,36,unknown,2,25864.28,1,4
8455559,66,10,80,male,2,54963.16,2,5
1677096,24,10,38,female,2,139421.75,3,6
9694288,28,1,71,male,2,161265.97999999998,3,6
2262323,28,11,50,female,2,64961.74,6,9
6888629,32,5,41,female,2,53724.28,2,5
3799834,28,3,48,male,2,31414.48,1,4
3700898,28,10,64,female,2,132427.44,0,3
3364212,8,11,28,unknown,2,37775.82,1,4
7225168,32,1,60,male,2,562112.02,6,9
4449433,28,7,64,male,2,98159.25,0,3
9016678,10,5,62,female,2,204902.82,6,9
1930869,20,0,54,male,2,486088.09,3,6
6520285,24,1,34,male,2,77293.53,3,6
1193812,30,4,40,male,3,527601.21,6,9
9801953,30,11,69,female,2,207959.49,4,7
7940001,28,10,52,female,2,192436.7,0,3
3798462,6,11,22,unknown,2,31339.24,6,9
1059936,10,6,25,male,3,97211.29,6,9
9265957,26,5,30,male,2,63999.62,3,6
9272167,8,3,64,male,2,234530.89,2,5
2336869,18,6,48,female,2,27030.51,0,3
101246,12,3,59,male,3,315998.6,4,8
3467729,8,10,36,unknown,3,43044.38,3,6
351792,76,6,66,female,2,49565.15,1,4
7182287,20,6,64,female,2,30977.21,0,3
8641637,26,2,28,female,2,23796.16,6,9
6427815,24,8,53,male,2,349880.33,1,4
8080471,8,10,66,female,2,128885.82,2,5
5407336,26,10,62,male,2,533430.91,4,7
4419768,14,9,35,unknown,2,120399.73,0,3
6515538,8,10,62,male,2,448642.73,6,9
8356285,46,5,74,female,4,1162418.63,6,9
6565360,44,8,65,female,2,79188.53,6,9
2930510,42,8,64,female,3,731872.03,6,9
3847004,44,9,45,female,2,74946.22,6,9
4579542,42,0,36,male,3,130755.36,6,9
5762999,38,0,51,male,2,66147.4,6,9
3450870,56,7,56,female,2,89322.41,0,4
6008567,10,10,58,unknown,3,93294.57,1,4
7584405,26,11,35,male,2,38481.11,1,4
690874,14,7,56,unknown,2,883101.79,6,9
7415186,58,11,59,male,4,156659.14,6,9
425398,32,1,72,male,2,106843.98,6,9
6254609,10,10,25,unknown,2,31259.91,1,4
3605980,30,10,34,female,2,147429.82,3,6
9261250,28,7,80,male,2,26014.17,2,5
3532488,22,11,32,male,3,159479.65999999997,5,8
8448269,12,10,56,unknown,2,48383.1,1,4
1706287,16,1,65,unknown,3,1461533.21,4,7
9800099,18,11,30,male,2,50282.63,3,6
2118215,28,7,40,male,2,29591.08,1,4
3192447,10,8,46,unknown,3,124964.78,6,9
4924992,10,10,48,female,2,44936.09,2,5
3807151,26,1,38,male,2,82498.36,6,9
4604126,12,11,27,unknown,2,25587.03,0,3
5600283,24,1,35,female,2,86541.51,1,4
9023510,20,11,24,female,2,38212.45,2,5
342341,26,10,58,male,2,192202.78,6,9
5525306,31,0,38,male,3,65314.57,0,3
8237194,26,1,36,male,2,129395.06,4,7
7647547,12,9,32,unknown,2,61055.76,2,5
5245070,16,3,54,unknown,3,140856.66999999998,2,5
6340523,20,0,26,female,2,49682.67,5,8
3763917,10,2,25,unknown,2,31683.64,1,4
1774994,20,3,34,female,2,23873.37,0,3
6524192,22,10,30,male,2,49612.67999999999,6,9
2564246,38,8,52,male,2,50229.17999999999,5,8
8966772,26,4,54,unknown,2,46645.23,1,4
3471981,10,10,28,unknown,2,141258.07,6,9
9565614,26,0,44,female,2,33428.33,1,4
7899551,22,11,24,female,2,42057.46,6,9
4121100,26,3,30,female,2,31152.14,3,6
6204171,30,9,50,male,2,111303.78,3,6
7622966,44,10,49,male,2,103761.44,6,9
3040729,44,7,44,male,3,79347.04999999999,5,8
8241885,42,10,44,female,2,44461.12,0,3
5040493,40,10,66,male,3,786499.7300000001,6,9
531705,40,2,53,unknown,3,137495.8,3,6
1942322,40,0,46,male,2,53749.61,1,4
8596886,38,8,51,male,2,50204.82,6,9
1757979,34,10,48,unknown,2,503783.92,3,7
8346565,32,5,58,female,2,188989.91,4,7
5099372,60,3,76,unknown,2,80080.20999999999,2,7
4899919,8,6,40,female,4,353227.27,6,9
9811239,24,6,42,male,3,50725.48,1,4
7939420,8,3,40,unknown,2,45199.62,2,5
2689880,22,0,36,male,2,80703.59,0,3
2498729,10,6,58,unknown,2,26172.73,2,5
5377711,26,0,55,male,2,413345.72,6,9
5786954,30,9,50,female,3,599596.0,5,8
612698,14,1,24,unknown,2,47975.99,6,9
7230555,10,4,42,unknown,3,42375.85,6,9
8685786,18,10,72,female,2,46470.02,1,4
3640582,12,11,58,unknown,2,38974.78,0,3
1566378,14,9,22,female,3,57245.27,6,9
9910425,8,11,23,unknown,3,41069.38,0,3
6134898,20,7,40,male,2,45657.47,2,5
4494718,30,1,42,male,3,42864.22,6,9
6324016,10,10,28,unknown,2,52647.32,1,4
5404986,18,9,48,male,2,64951.66,6,9
3909011,30,9,36,male,2,101771.26,6,9
8806587,12,10,23,unknown,2,30524.71,0,3
6506244,8,8,26,unknown,2,33656.8,5,8
742932,30,10,59,female,2,40394.94,0,3
2320664,14,2,52,unknown,2,45690.36,4,7
8684625,18,1,60,female,2,45094.61,1,4
8613549,18,4,68,female,2,86665.54000000001,1,4
506086,20,6,62,female,2,37348.27,1,4
246922,18,11,68,female,2,90480.75,3,6
8240359,10,10,36,unknown,2,60154.49,6,9
2968638,26,6,34,female,2,34746.99,0,3
343881,32,0,68,male,2,125367.87,0,3
5592710,24,10,46,male,4,44082.31,3,6
2449844,18,6,56,male,2,679479.4700000001,4,7
6107703,28,6,26,female,4,44019.31,5,8
1076459,52,11,62,male,2,68049.54000000001,1,4
2770900,28,7,46,female,2,29194.62,4,7
3342974,20,5,35,male,2,124795.87,6,9
8781917,18,10,37,male,2,54323.53999999999,2,5
4325419,56,2,38,male,4,84559.09,6,9
3453063,18,2,25,male,2,80629.33,1,4
582215,32,2,66,female,2,36233.41,0,3
966122,28,5,54,male,2,618360.87,0,3
673924,16,10,56,male,2,284803.09,6,9
2943380,32,7,42,female,2,60343.68,2,5
6610470,14,5,40,unknown,2,67384.58,6,9
5089978,8,8,26,unknown,3,61462.29,5,8
4559617,10,5,63,unknown,2,34193.11,0,3
5790654,10,1,37,male,2,100224.88,1,4
3556889,28,6,29,female,2,43390.17999999999,2,5
7256737,26,10,62,female,2,109851.06,6,9
7559891,50,10,62,male,2,80275.82,1,4
2088315,14,7,30,unknown,3,100643.89,4,7
8084087,12,11,84,unknown,2,29349.4,2,5
2449889,46,11,67,female,4,764281.64,3,6
5084229,46,11,64,male,4,521222.54,6,9
1829420,46,11,79,female,2,51774.0,3,6
8131438,46,10,54,female,2,41812.02,1,5
6645335,46,9,56,female,2,157574.07,6,9
4514205,42,11,78,male,2,35581.35,5,8
7348795,42,8,70,male,2,1367196.3099999998,3,6
4966245,38,5,25,female,2,266280.23,2,5
8457323,34,11,22,male,3,79221.44,3,6
9711491,68,11,72,female,2,109977.27,6,9
1578062,16,10,43,male,3,98522.05,6,9
9912156,8,9,27,unknown,2,26325.95,0,3
3717700,28,8,72,male,2,343131.21,6,9
2116261,28,0,38,male,2,186830.1,0,3
3217714,10,8,51,unknown,2,48102.62,3,7
640995,26,7,30,male,2,97286.98,6,9
7888902,12,9,39,female,3,85008.87,6,9
3946829,28,9,28,female,2,99030.11,6,9
7121162,24,0,50,male,2,127592.14,5,8
7326090,18,11,47,female,2,46164.41,2,5
3503567,26,11,48,female,2,49167.86,6,9
5792905,12,11,32,unknown,2,67936.36,3,6
8641216,8,11,42,unknown,2,577645.81,1,4
3071553,42,6,46,female,3,843389.67,4,7
9988627,12,2,73,unknown,2,131111.3,5,8
4285424,12,1,35,unknown,2,63864.91,6,9
5202033,28,1,52,female,2,87161.54999999999,0,3
1173301,30,9,40,female,2,177325.7,4,7
9791896,22,10,30,male,2,44872.62,2,5
6488291,14,11,50,unknown,2,73362.64,2,5
8459791,26,1,36,female,2,40371.08,1,4
5856474,36,10,55,female,2,24016.42,0,3
8191011,12,6,23,unknown,2,39947.31,4,7
1565339,10,0,66,unknown,2,76995.69,2,5
6714056,12,5,48,unknown,2,329403.9,5,8
853071,16,11,32,female,2,102254.41,0,3
6442655,14,4,60,unknown,2,70894.28,3,6
2821847,14,10,54,unknown,2,142930.09,6,9
8294014,12,10,66,unknown,2,63757.03,3,6
4402736,14,1,32,unknown,2,36923.15,6,9
6056856,22,1,44,male,2,42306.5,2,5
2253625,12,0,28,unknown,2,58118.1,6,9
237511,10,6,58,female,3,215784.41,1,4
4885403,14,11,68,unknown,2,52555.26,0,3
313763,32,10,43,male,2,149489.86,3,6
6437158,18,6,36,female,2,63943.73,0,3
1071253,14,10,32,unknown,2,61734.2,0,3
3289611,12,6,50,unknown,3,63763.87,0,5
1858504,10,6,39,unknown,2,43296.97,0,3
9386850,18,10,50,male,2,443150.86,4,7
2041757,26,1,30,female,2,34798.21,0,3
7613190,30,3,60,female,2,124928.2,6,9
2437413,12,10,54,unknown,2,32842.69,2,5
3341127,18,6,26,male,2,75719.95,3,6
1810988,32,2,30,male,2,26550.12,1,4
7785047,10,4,52,unknown,2,117665.98,6,9
1200684,22,3,38,male,2,109106.43,0,3
9374460,16,11,64,male,2,131633.0,2,5
3507632,8,10,34,unknown,2,166075.34999999998,0,3
5155900,10,8,35,unknown,3,35387.759999999995,6,9
2775873,48,1,44,male,3,525110.2000000001,6,9
2195059,46,8,76,male,2,1033978.56,3,6
834594,46,5,64,female,2,41529.13,2,5
7299908,46,1,24,female,2,43245.74,3,6
8212840,44,9,46,male,3,226387.85,6,9
7043361,44,3,50,male,2,36343.61,3,6
9217864,40,9,60,female,3,170679.49,1,4
1914465,40,4,20,male,3,53162.21,3,6
2769120,38,5,66,female,2,258133.49,5,8
1647318,38,2,74,unknown,2,321951.58,5,8
9118193,34,10,73,female,2,137885.18,6,9
3565517,12,10,32,unknown,2,51959.52,6,9
2058329,26,0,81,female,3,2840039.54,1,5
6099606,18,6,48,female,2,67546.06,6,9
8245704,12,0,26,unknown,2,36571.35,6,9
9280709,30,11,60,female,2,100318.79,6,9
6316996,30,7,56,male,3,597826.9,3,6
9305449,52,10,22,male,3,26155.72,6,9
137781,22,9,53,male,2,409961.94,2,5
9967085,12,11,46,unknown,2,67234.76999999999,6,9
9260621,14,3,51,unknown,2,86693.58,5,8
2854270,28,0,40,female,2,55762.53,1,4
5189229,8,10,51,unknown,2,23896.99,2,5
9353917,12,10,33,unknown,2,96486.35,1,4
8863877,30,8,46,female,2,75088.67,6,9
4198807,10,6,45,male,2,40335.57,6,9
9486407,26,7,36,female,2,200734.82,1,4
5215288,12,5,54,unknown,2,30370.45,0,3
2791552,52,5,30,male,2,26943.93,1,4
636209,16,2,28,unknown,3,61122.03,6,9
4897073,42,1,68,male,2,723100.04,5,8
430812,32,6,66,female,2,48761.1,6,9
4240271,28,9,55,male,5,1325773.63,6,9
7185585,36,10,50,female,2,30067.66,3,6
9941048,16,1,28,unknown,2,28078.16,6,9
797911,52,5,22,male,2,33930.14,1,4
9628154,10,4,26,unknown,2,27032.26,2,5
5783227,66,6,52,male,2,112348.45,6,9
2681013,18,4,46,unknown,2,69383.84,6,9
309302,72,0,72,male,3,519926.06,3,6
8172224,10,7,26,unknown,2,47546.97,6,9
6965517,28,5,58,female,2,31939.53,3,6
7657942,8,9,44,female,2,116436.12,6,9
8600631,48,0,54,male,3,658030.2100000001,3,6
564880,14,5,70,unknown,3,352954.39,3,6
4412599,6,5,29,unknown,3,52981.81,6,9
1931259,26,1,32,male,2,84520.36,3,6
4858389,20,4,50,male,3,42629.14,0,3
1364356,10,5,26,unknown,2,58874.04,1,4
4462569,32,0,63,female,2,102374.71,6,9
6459665,24,8,55,male,3,113649.02,6,9
9039182,14,6,51,unknown,2,163464.27999999997,1,4
3690678,28,7,46,male,2,27479.9,1,4
7963456,12,3,44,unknown,2,25643.06,2,5
4514762,20,10,58,female,2,56615.0,0,3
4462513,24,11,42,male,2,35226.649999999994,3,6
7387503,16,10,59,female,2,92097.93,6,9
5510220,24,1,76,female,2,50831.7,3,6
4568327,26,2,33,female,2,65776.18,3,6
6915165,50,7,20,male,2,33628.35,5,8
8071857,44,3,26,female,3,47694.23,6,9
3591603,42,1,18,male,2,30592.59,3,6
9514332,42,5,72,female,2,25906.27,0,4
1133592,36,7,44,male,2,427622.21,0,3
6072542,36,6,40,female,2,205492.34000000003,6,9
6587026,34,5,52,female,2,25388.47,1,4
5792749,12,8,24,unknown,3,44106.26,6,9
8949568,28,10,54,female,2,48683.72,6,9
2230361,10,11,36,unknown,2,58532.4,2,5
5663301,18,5,48,female,2,36622.68,3,6
9485998,6,4,51,unknown,2,29570.03,4,7
4253435,66,11,58,female,2,391718.12,1,4
838750,14,10,66,unknown,3,498763.4,1,6
2295997,30,10,67,male,2,37167.56,4,7
4367344,16,5,56,male,3,76073.26,6,9
6604127,30,10,63,male,2,47720.4,1,4
7005269,10,1,66,female,2,75282.12,0,3
8962726,24,6,76,male,2,112769.68,4,7
7160458,12,1,34,male,2,48770.88,6,9
9606483,6,11,24,unknown,2,44449.05,2,5
7399517,26,1,62,male,2,28246.42,1,4
2846646,8,10,46,unknown,2,26212.37,0,3
8329766,30,1,62,male,2,260321.82,1,4
6162817,18,0,38,unknown,2,32807.399999999994,2,5
5973130,23,0,36,male,2,52435.91,6,9
7386490,28,5,65,male,2,31665.15,1,4
1253454,26,8,67,male,2,159595.27999999997,1,4
1141280,16,11,54,female,2,40270.78999999999,0,3
5875727,12,11,31,unknown,2,31640.48,1,4
66169,28,6,46,male,2,36003.61,2,5
251519,8,9,36,female,2,35648.42,3,7
9075150,72,1,64,male,3,523488.81,6,9
3052534,10,11,62,unknown,2,36593.51,0,3
2887817,22,4,42,male,3,43767.71,6,9
2280450,12,9,60,unknown,3,112604.13,4,7
2502350,62,1,78,male,2,267459.74,6,9
4770262,8,7,52,female,2,85755.09,3,6
9502210,14,6,63,unknown,2,29704.57,0,3
4313749,26,5,50,male,3,55146.76,1,4
1204166,12,10,46,unknown,2,36454.95,6,9
8262020,8,1,30,unknown,3,87099.83,6,9
9059933,8,6,52,male,2,298549.51,1,4
1096393,8,10,64,unknown,2,40368.25,0,3
8616004,18,11,63,unknown,4,219636.86,6,9
5628601,30,5,44,female,2,124180.97,5,8
9684113,28,6,33,female,2,26657.2,2,5
8912315,46,8,68,female,4,769124.4,6,9
9985932,42,9,52,male,2,435686.46,3,6
2241980,42,8,63,female,2,872341.41,3,6
4319168,34,11,30,male,2,182483.72,0,3
2769641,34,7,42,unknown,2,35915.86,6,9
9553777,10,10,30,unknown,2,34291.6,1,4
4026200,10,6,57,unknown,2,90454.68,4,7
8003648,12,11,28,unknown,2,39393.59,6,9
285977,18,10,64,male,3,57987.08,2,5
4430112,52,8,54,female,2,407555.96,2,5
570476,60,5,50,female,2,652135.53,6,9
6728175,24,11,74,female,2,30615.16,4,7
7761694,30,4,50,male,2,46119.01,2,5
8959138,48,3,64,female,2,125131.84,2,5
7448214,8,10,52,male,2,157703.65000000002,4,7
8747899,32,5,58,female,2,162866.64,1,4
5316892,28,11,72,female,2,39975.53,5,8
6929039,70,0,62,unknown,3,145930.08000000002,4,7
2278258,12,3,24,unknown,2,42034.53999999999,3,6
9091709,10,10,54,unknown,3,79317.66,6,9
7227562,26,7,44,female,2,62429.29,6,9
2680768,10,9,24,male,3,70674.9,5,8
7736243,28,11,72,female,2,923548.43,6,9
2540049,32,4,48,male,2,106307.66,0,3
61007,32,10,53,female,2,108504.65,1,4
9597985,26,0,62,male,3,253473.65,6,9
1002001,8,3,70,unknown,2,221924.74,2,6
5056977,22,3,66,unknown,3,192815.21,5,8
2639557,42,1,68,male,3,82504.76,6,9
3984239,10,7,30,unknown,2,45160.06,3,6
8941226,10,3,38,female,2,57707.41,1,4
2152873,30,9,48,male,6,188621.92,4,7
3760470,12,4,55,unknown,2,80234.16,0,4
9602051,22,10,40,female,2,31899.05,0,3
6263924,10,6,53,unknown,2,73087.23999999999,6,9
9344585,12,4,36,male,2,39452.37,3,6
2479001,12,1,25,unknown,2,41074.98,6,9
8191544,12,1,54,female,3,68673.98,5,8
6698031,18,8,30,male,3,93389.34,5,8
2580545,8,3,86,unknown,2,471066.29,5,9
2937783,24,10,54,female,2,30617.96,1,4
5688264,14,0,34,unknown,2,89284.84,2,5
8662871,12,1,66,female,2,80200.51,2,5
3162290,28,10,55,male,2,33536.85,2,5
3391293,54,6,63,female,3,69576.66,4,7
5713887,18,1,37,male,2,42895.77,1,4
5168225,16,4,68,unknown,2,171122.08000000002,6,9
6173632,16,11,22,male,2,31785.48,1,4
9752660,8,9,23,unknown,2,30639.39,1,4
5773795,16,11,30,female,2,95735.23,6,9
9812702,28,0,32,male,3,624345.01,6,9
7878803,48,9,60,male,3,274066.25,6,9
2667297,46,10,77,male,2,350934.6,5,8
4748746,46,10,47,male,2,24065.03,0,3
3668470,44,0,70,unknown,2,145374.01,5,8
8124490,42,1,51,male,2,103776.28,4,7
7427398,40,10,42,male,2,23810.8,0,3
9082893,40,1,44,female,2,33975.24,0,3
7042336,40,1,44,female,2,101064.56,6,9
8520790,34,11,68,female,2,23860.86,3,7
3598548,32,7,58,female,2,43824.17,1,4
3959262,26,7,60,male,3,90335.09,6,9
5360893,24,2,58,female,2,75652.04999999999,0,3
5305907,12,4,64,male,3,890341.37,6,9
8264540,14,0,32,unknown,3,236174.36,4,7
7697702,32,8,47,male,2,93725.96,5,8
8818329,24,6,46,male,3,780520.3200000001,6,9
9469078,14,2,34,male,2,26552.61,1,4
7005828,28,8,45,male,2,26700.35,0,3
3901818,34,2,68,male,2,23812.08,1,4
7796471,18,10,28,male,2,56023.76,6,9
457069,24,6,26,male,2,84187.36,6,9
1932876,36,4,65,male,2,26382.45,2,5
640390,14,5,30,unknown,2,37116.72,2,5
5328556,10,10,40,unknown,2,134403.96,6,9
1429563,14,3,32,unknown,2,52578.39,3,6
5528242,24,9,52,male,2,197569.34000000003,4,7
8822210,26,11,47,female,2,573387.56,5,8
8475055,26,11,70,male,2,37117.69,6,9
8271821,18,7,54,male,2,158891.68,3,6
2654965,24,3,30,female,2,107605.94,5,8
7907645,14,0,33,unknown,2,58934.32,6,9
3421736,24,1,68,male,2,296267.26,3,6
2877692,20,1,36,male,2,42146.34,6,9
772961,14,7,38,unknown,3,36743.57,2,5
8800514,12,0,66,unknown,2,105495.21,6,9
3824035,24,11,60,unknown,2,189564.34000000003,3,6
7628683,12,9,60,unknown,2,415605.63,2,5
2494024,32,1,36,female,2,193276.77,6,9
2839498,22,10,37,male,2,30445.09,2,5
4114037,12,9,37,unknown,2,125249.37,6,9
4640396,32,0,55,female,2,128850.48,0,3
1864008,30,1,63,male,2,219527.2,3,6
1410425,16,10,28,male,2,63116.91,3,6
1200335,14,4,46,unknown,4,316106.41,2,5
8976156,34,0,56,male,2,131861.15,3,6
1871444,8,10,56,unknown,2,47509.19,2,5
4263114,14,4,40,unknown,2,41249.23,1,4
4898021,28,6,46,male,2,40019.26,4,7
4700526,30,11,59,unknown,2,190577.62,3,6
326613,26,1,31,female,2,33446.24,6,9
9977138,12,6,62,unknown,2,156158.26,2,5
2631084,26,7,80,female,2,61790.97,6,9
9774553,10,8,26,unknown,2,32934.41,2,5
286837,8,10,46,unknown,2,24998.11,1,4
7871701,12,10,42,unknown,2,51224.44,0,3
4130408,48,0,57,male,2,47042.05,1,4
6292908,46,5,57,male,2,57400.4,0,3
5510017,44,11,72,female,3,134573.41999999998,3,6
7848790,46,10,48,female,4,150572.09,1,6
5264378,42,11,70,female,3,151311.9,3,6
1501050,40,10,60,female,2,37681.64,0,3
8333746,34,0,30,male,3,807941.3400000001,6,9
5902515,32,10,66,female,2,240370.18,6,9
9504248,14,0,66,male,2,273442.33,6,9
7673677,14,1,35,unknown,2,32202.35,4,7
4259292,12,2,27,unknown,2,41140.6,1,4
1499432,26,10,56,female,2,33162.83,6,9
2282781,12,7,20,unknown,2,34970.31,4,7
931636,20,2,61,female,2,72049.69,5,8
7281224,30,3,72,female,2,35850.77,1,4
375492,30,10,38,male,2,29191.15,2,5
1992490,8,10,54,unknown,2,45828.53999999999,0,3
7708840,14,1,58,unknown,2,97313.82,5,8
2067289,28,11,58,female,2,239837.57,6,9
5879965,24,4,76,female,2,80776.23,3,6
8957145,30,6,35,female,3,43278.83,2,5
8087799,56,1,66,female,2,164622.65000000002,3,6
472078,32,6,62,female,2,138473.16999999998,6,9
3541275,28,7,73,female,2,362729.34,6,9
4974225,32,8,72,male,2,242238.88,3,6
3037662,12,2,80,unknown,2,426565.51,5,8
5033561,30,8,44,male,3,343451.84,4,7
7283208,16,3,62,unknown,2,38578.42,2,5
8869828,26,8,36,unknown,2,24569.89,2,5
1076556,96,0,66,male,2,137943.99,0,3
1770511,32,1,34,male,2,95867.0,0,3
8456202,36,1,60,female,2,114452.61,0,3
1291867,10,9,43,unknown,2,40797.64,1,4
8189770,30,0,36,female,2,60714.39,4,7
2603199,16,6,56,unknown,2,214734.73,0,3
9530040,28,11,46,female,4,892548.2200000001,6,9
5787283,38,6,56,male,2,37114.07,3,6
1897580,52,1,60,female,6,401052.12,5,8
4678867,30,10,69,unknown,2,164782.58000000002,2,5
1122430,24,0,46,female,3,76449.0,0,3
7164571,16,10,23,female,2,35943.0,0,3
6125341,24,10,52,male,2,35473.91,1,4
8941363,14,6,68,unknown,2,135260.8,0,3
6097361,10,8,60,unknown,2,216401.63,1,4
8498139,12,11,48,unknown,2,67978.9,1,4
1500611,12,10,30,unknown,3,50924.59,0,3
8634380,46,7,58,female,2,328387.54,3,6
7490608,46,1,60,female,2,89774.86,2,5
7329937,44,10,44,unknown,2,31209.58,0,3
7549366,44,8,61,female,3,264361.66,6,9
5409972,42,7,28,female,2,62754.32,5,8
6374240,40,11,66,male,4,1247680.47,4,8
8829649,38,0,46,female,2,378111.58,3,6
2301256,36,5,79,male,2,98589.9,5,8
8927048,12,9,60,unknown,2,315742.62,4,7
2980446,10,6,22,unknown,2,37218.19,1,4
4524761,12,0,20,unknown,3,34130.58,3,6
213006,32,1,35,male,3,54993.17999999999,6,9
8756202,38,2,49,male,2,113455.08,5,8
266183,16,8,62,male,2,261099.07,1,4
7406000,24,10,34,male,3,192663.95,3,6
6524783,18,2,32,male,2,26813.86,3,6
6866114,30,4,68,female,3,72954.41,4,7
4503102,16,8,25,female,2,49055.49,4,7
9071796,30,8,48,male,2,99358.95,3,6
3781865,32,1,66,female,2,142618.22999999998,6,9
4871635,26,6,36,female,2,59270.21,3,6
9404539,26,7,38,male,2,314755.26,2,5
8786061,28,9,37,male,3,377481.36,6,9
1149636,46,10,53,male,2,95771.85,5,9
4662124,10,0,42,unknown,2,53252.92,1,4
6878594,10,0,55,unknown,2,54064.57,4,7
7054265,14,3,26,unknown,2,26003.95,2,5
672484,8,10,22,unknown,2,25675.08,0,3
3348729,28,9,64,female,2,160869.37,0,3
4395041,16,6,62,unknown,2,194718.06,3,6
6210443,32,5,48,male,3,1754860.6,6,9
2616524,28,0,38,female,2,157837.09000000003,1,4
230423,12,3,36,unknown,2,202824.61,1,4
6814540,26,11,56,female,2,42421.67999999999,1,4
9223714,8,9,38,unknown,2,36502.38,2,5
2534280,30,1,64,male,2,522164.12,0,4
720749,24,2,56,female,2,43843.77,0,3
6667427,24,10,53,male,2,42831.99,0,3
56529,28,3,38,male,2,79617.16,6,9
3394302,14,5,20,unknown,2,32492.41,1,4
664093,44,2,76,female,2,38254.14,0,3
6143776,40,5,84,male,2,374619.85,1,5
34608,34,11,40,female,2,163981.37,6,9
6122553,8,11,60,unknown,2,34104.54,1,4
4180058,8,11,53,male,2,47157.66,2,5
3455919,32,8,50,female,2,68006.26999999999,2,5
7336416,14,11,66,unknown,2,43380.73,2,5
3251851,32,5,24,male,2,39101.83,6,9
6483165,8,9,68,unknown,2,44400.08,4,7
2029526,22,4,33,male,3,227852.37,6,9
